Sr_No,Location_Coordinates,Hospital_Name,District,Address_First_Line,State,Pincode,Telephone,,,
27116,"18.6732693, 78.0978477",Warangal Hospitals Diagnostic and Research Center Pvt Ltd,Nizamabad,J.P.N.Road,Telangana,503003,0,,,
27117,"18.6732693, 78.0978477",Akhila Hospital,Nizamabad,"N. H. 7 Road, Opposite Ibp Petrol Pump",Telangana,503111,0,,,
27118,"18.6732693, 78.0978477",Dr.N.Swaroop Kumar,Nizamabad,"No-2-1-2, Near Railway Bridge Kamareddy",Telangana,503111,0,,,
27119,"18.6732693, 78.0978477",Jeevandan Hospital,Nizamabad,"Nizamsagar Raod , Kamareddy",Telangana,503111,0,,,
27120,"18.6732693, 78.0978477",S V Hospital,Nizamabad,"High School Road, Sai Bagh Colony",Telangana,503111,0,,,
27121,"18.6732693, 78.0978477",Life Care Hospital,Nizamabad,"3-15/3, Gandhi Chowk, Nzb Road, Bodhan",Telangana,503185,0,,,
27122,"18.6732693, 78.0978477",Geetha Nursing Home,Nizamabad,Beside Bus Stand Road,Telangana,503224,0,,,
27123,"18.6732693, 78.0978477",M. J Hospital,Nizamabad,"M J Nagar Perkit, Armoo",Telangana,503224,0,,,
27124,"18.6732693, 78.0978477",Mayuri Hospital,Nizamabad,"Near Kshatriya Junior College, Housing Board",Telangana,503224,0,,,
27125,"18.6732693, 78.0978477",R. K. Hospital,Nizamabad,"Journolist Colony, Armeer",Telangana,503224,0,,,
27126,"18.6732693, 78.0978477",Sai Chandana Multispeciality Hospital,Nizamabad,"Mahalaxmi Colony, Armoor",Telangana,503224,0,,,
27127,"18.6732693, 78.0978477",Sri Srinivasa Hospital,Nizamabad,Mamidipalli X Road,Telangana,503224,0,,,
27128,"17.1333954, 78.3970979",American Oncology Institute,Ranga Reddy,"At Citizen Hospitals, Nallagondla, Serilingampally",Telangana,500019,0,,,
27129,"17.1333954, 78.3970979",Maruthi Hospitals,Ranga Reddy,"#24-60/1, Road No.1, Kakathiyanagar, Bhel, Ashoknagar, R.C.Puram",Telangana,500032,0,,,
27130,"17.1333954, 78.3970979",Rajitha Hospital,Ranga Reddy,"Opp Jayabheri Enclave, Anjaiah Nagar, Near Botanical Garden, Gachibowli",Telangana,500032,0,,,
27131,"17.1333954, 78.3970979",Sidhartha Nursing Home,Ranga Reddy,"23-15, Vinayaknagar, Ramachandrapuram,",Telangana,500032,0,,,
27132,"17.1333954, 78.3970979",Sri Pallavi Hospital,Ranga Reddy,Near Ashok Nagar Bus Stop,Telangana,500032,0,,,
27133,"17.1333954, 78.3970979",Sugnan Hospital,Ranga Reddy,"M.I.G.-277, Bhel, Ramachandrapuram",Telangana,500032,0,,,
27134,"17.1333954, 78.3970979",Kodali Nursing Home,Ranga Reddy,"Opp:Idpl Colony, Balanagar",Telangana,500037,0,,,
27135,"17.1333954, 78.3970979",Archana Nursing Home,Ranga Reddy,"H.No.1-9-18, Near Community Hall Ramnagar",Telangana,500048,0,,,
27136,"17.1333954, 78.3970979",Sai Krishna Nursing Home,Ranga Reddy,"Opposite :M. M. Court, Devarakonda",Telangana,500048,0,,,
27137,"17.1333954, 78.3970979",Usha Mohan Hospital,Ranga Reddy,"3-4-181/1, Opp Rta Office, Hyderguda, Rajendra Nagar",Telangana,500048,0,,,
27138,"17.1333954, 78.3970979",Shree Raghavendra Maternity,Ranga Reddy,"6-3-166, Raghavendra ( Inner Ring Road) X- Roads, Shivarampally",Telangana,500051,0,,,
27139,"17.1333954, 78.3970979",Sri Sai Balaji Hospital,Ranga Reddy,Plot No. 60-61 Rock Town Colony Behind Traffic Ps L.B Nagar,Telangana,500051,0,,,
27140,"17.1333954, 78.3970979",Abinav Orthopedic Hospital,Ranga Reddy,"Near Ganesh Function Hall,Beside Rajadhani Theatre Lane ,Vikas Naga",Telangana,500060,0,,,
27141,"17.1333954, 78.3970979",Anurag Orthopedic and Multispecial Hospital,Ranga Reddy,"No. 2-127, Badam Complex Opposite Puspa Garden Function Hall Chaitanyapuri",Telangana,500060,0,,,
27142,"17.1333954, 78.3970979",Dolphin Childrens Hospital,Ranga Reddy,"Shop No. 17-87, Road No. 1. Kamalanagar, Chaitanyapuri, Dilsukhnagar",Telangana,500060,0,,,
27143,"17.1333954, 78.3970979",Gbr Hospital,Ranga Reddy,"Beside Fruit Market, Prabhath Nagar, Chaitanyapuri",Telangana,500060,0,,,
27144,"17.1333954, 78.3970979",Geeta Multispeciality Hospital,Ranga Reddy,"1-7-90,Chaitanyapuri",Telangana,500060,0,,,
27145,"17.1333954, 78.3970979",Goodlife Hospitals,Ranga Reddy,"D No-1-7-309, Hanuman Nagar, Opp Jagini's Foodland, Chaitanyapuri X Roads, Dilsukhnagar",Telangana,500060,0,,,
27146,"17.1333954, 78.3970979",Harsha Neuro and General Hospital,Ranga Reddy,"Beside Rs Brothers, Dilshuknagar",Telangana,500060,0,,,
27147,"17.1333954, 78.3970979",Ikon Hospital,Ranga Reddy,"16-11-741/C/1/15, Behind Tmc,Adj To Reliance Fresh Dilsukhnagar",Telangana,500060,0,,,
27148,"17.1333954, 78.3970979",Lakshimi Children S Hospital,Ranga Reddy,"Pochamma Temple Lane, Near Chaitanyapuri Bridge, Dilsukhnagar",Telangana,500060,0,,,
27149,"17.1333954, 78.3970979",Mahalakshmi Hospital,Ranga Reddy,Dilshuknagar,Telangana,500060,0,,,
27150,"17.1333954, 78.3970979",Manju Sudha Hospital,Ranga Reddy,"Hno. 4-20/A Vikas Nagar Near E Seva, Lane Beside Gowtham Model School Dilsukhnagar",Telangana,500060,0,,,
27151,"17.1333954, 78.3970979",Medi Sight Eye Hospital,Ranga Reddy,"17-1-462/3, Shankeswara Bazar",Telangana,500060,0,,,
27152,"17.1333954, 78.3970979",Nikhil Hospital,Ranga Reddy,"8-3-982. Plot No-145, Srinagar Colony Main Road,Near Satya Sai Kalyana Mandapam",Telangana,500060,0,,,
27153,"17.1333954, 78.3970979",Nikhil Hospitals,Ranga Reddy,"16-11-740/3/A,Gaddiannaram X Road, Dilsukhnagar",Telangana,500060,0,,,
27154,"17.1333954, 78.3970979",Orchid Hospital,Ranga Reddy,"Plot No - 2 -41/5, Prabhath Nagar Colony, Chaitanya Puri",Telangana,500060,0,,,
27155,"17.1333954, 78.3970979",Paramitha Children`S Hospital,Ranga Reddy,"# 3-8, Chaitanyapuri X Road, Dilsukhnagar",Telangana,500060,0,,,
27156,"17.1333954, 78.3970979",Raghava Hospital and Parimala Fertility Centre,Ranga Reddy,"2-45/1, Behind Petrol Bunk, Chaitanya Puri",Telangana,500060,0,,,
27157,"17.1333954, 78.3970979",Sai Nikith Speciality Hospital And Laproscopic Centre,Ranga Reddy,1-5-22/3 Maruthi Nagar Bus Stop Kothapeta,Telangana,500060,0,,,
27158,"17.1333954, 78.3970979",Sai Ram Multi Speciality Hospital,Ranga Reddy,"7-78/1, Konark Theatre Lane, Dilsukhnagar",Telangana,500060,0,,,
27159,"17.1333954, 78.3970979",Sai Sanjeeveeni Mulit Speciality Hospital,Ranga Reddy,"8-77/1-A, Lane Beside Rajdhani Theatre, ,Dilsukhnagar,Chaitanypuri",Telangana,500060,0,,,
27160,"17.1333954, 78.3970979",Sainath Hospital,Ranga Reddy,Chaitanyachamberdilsukhnagar,Telangana,500060,0,,,
27161,"17.1333954, 78.3970979",Sigma Hospitals,Ranga Reddy,"16-11-740/3/14, P.No. 32, Beside Narayana Junior College, Mgaddi Annaram X Roads, Dlsukhnagar",Telangana,500060,0,,,
27162,"17.1333954, 78.3970979",Siva Eye Hospital,Ranga Reddy,"#4-85/3, Vikasnagar, Lane Beside Rajadhani Theatre, Dilsukhnagar",Telangana,500060,0,,,
27163,"17.1333954, 78.3970979",Sri Jrd Hospital,Ranga Reddy,"Street OppositeFruit Market,Dilsukhnagar",Telangana,500060,0,,,
27164,"17.1333954, 78.3970979",Sri Sairam Infertility Centre,Ranga Reddy,"Near Dilsukhnagar Bus Depot,Dilsukhnagar",Telangana,500060,0,,,
27165,"17.1333954, 78.3970979",Swapna Hospital Private Limited,Ranga Reddy,"1-7-97, Chaitanyapuri Dilsukhnagar",Telangana,500060,0,,,
27166,"17.1333954, 78.3970979",The Doctors Multi Speciality Hospital,Ranga Reddy,"#4-85/1, Lane Beside , Rajadhani Theatre, Dilsukhnagar",Telangana,500060,0,,,
27167,"17.1333954, 78.3970979",Tkr's Ikon Hospital,Ranga Reddy,"No. 16-11-741/C/1/15, Behind Tmc Adjacent To Reliance Fresh,Dilsukh Nagar",Telangana,500060,0,,,
27168,"17.1333954, 78.3970979",Vasan Eye Care Hospital,Ranga Reddy,"Old No 60/11 N No 741/10, Flat-G-1, Moosarambagh,Dilsukhnagar",Telangana,500060,0,,,
27169,"17.1333954, 78.3970979",Sri Niharika Hospital,Ranga Reddy,"87, Sharda Nagar Colony, Hydreabad",Telangana,500067,0,,,
27170,"17.1333954, 78.3970979",Genesis Hospitals,Ranga Reddy,Basheernagh,Telangana,500068,0,,,
27171,"17.1333954, 78.3970979",Wockhardt Hospitals,Ranga Reddy,L B Nagar,Telangana,500068,0,,,
27172,"17.1333954, 78.3970979",Anusha Maternity and Nursing Home,Ranga Reddy,"Plot No.22, Kamla Nagar, Behind Sampoorna Theatre, Vanasthalipuram, R.R. rict",Telangana,500070,0,,,
27173,"17.1333954, 78.3970979",Balaji Cancer Care Centre,Ranga Reddy,Gowrishankar Theatre Road.Kothapet,Telangana,500070,0,,,
27174,"17.1333954, 78.3970979",Bhagyalatha Hospital,Ranga Reddy,"Opposite Vanasthali Deer Park, Vanasthalipuram",Telangana,500070,0,,,
27175,"17.1333954, 78.3970979",Chaithanya Multi Speciality Hospital,Ranga Reddy,Plot No 357 & 358 Prashant Nagar Vanasthalipuram,Telangana,500070,0,,,
27176,"17.1333954, 78.3970979",Jaya Hospital,Ranga Reddy,"B. N . Readdy Nagar Bus Stand , Hderabad",Telangana,500070,0,,,
27177,"17.1333954, 78.3970979",Jeevan Sai Hospitals,Ranga Reddy,"Plot No.25&26, OppositeOpen Auditorium,Sbh Road ,Near Complex/ Ganesh Temple",Telangana,500070,0,,,
27178,"17.1333954, 78.3970979",Lakshmi Health Care Hospital,Ranga Reddy,"C-84, Near Complex, Vanasthalipuram",Telangana,500070,0,,,
27179,"17.1333954, 78.3970979",Rajya Lakshmi Hospital,Ranga Reddy,"Near Sushma Centre Bus Stop,N.H.9,Vanasthalipuram",Telangana,500070,0,,,
27180,"17.1333954, 78.3970979",Sri Mahalaxmi Eye Hospital,Ranga Reddy,"H.No.5-5-148/1,Plot No.3, Vanasthali Hills,Near Panama Godowns, Vanasthalipuram,OppositeNarayana Jr.College",Telangana,500070,0,,,
27181,"17.1333954, 78.3970979",Sri Ramadevi Orthopaedic Hospital,Ranga Reddy,"Plot No.C-708, Opposite E-Seva, Beside, Red Water Tank, Vanasthalipuram",Telangana,500070,0,,,
27182,"17.1333954, 78.3970979",Sri Sai Sagar Hospital,Ranga Reddy,3 2 Chaitanya Nagar B.N Reddy Nagar Sagar Road Hy,Telangana,500070,0,,,
27183,"17.1333954, 78.3970979",Vijaya Nursing Home,Ranga Reddy,#:5-5-23/5/13 Near Double Road Vanasthalipuram,Telangana,500070,0,,,
27184,"17.1333954, 78.3970979","Aruna Hospital (Maternity , Medical and Surgical )",Ranga Reddy,"H. No-2-165/1, Jillelguda Main Road, Saroornagar (M), R.R",Telangana,500075,0,,,
27185,"17.1333954, 78.3970979",Aashritha Super Speciality Hospital,Ranga Reddy,"No. 4-100/2, M.V.Rama Rao Complex,Opposite Sai Towers,Mallapur Main Road",Telangana,500076,0,,,
27186,"17.1333954, 78.3970979",Bapuji Maternity and Nursing Home,Ranga Reddy,"7-44, Bapuji Nagar, Nacharam",Telangana,500076,0,,,
27187,"17.1333954, 78.3970979",Sri Kiran Multi Speciality Hospital,Ranga Reddy,Plot No. 16 Karmanghat - X - Road,Telangana,500076,0,,,
27188,"17.1333954, 78.3970979",Krishna Hospital,Ranga Reddy,Gayatrinagar X Roads Kamanghat,Telangana,500079,0,,,
27189,"17.1333954, 78.3970979",Padmaja Hospital,Ranga Reddy,# 17-1- 386/1/18 Kesava Nagar Colony Champapet,Telangana,500079,0,,,
27190,"17.1333954, 78.3970979",Padmavathi Hospital(Old Name-Sri Venkateswara Multy Speciality Hospital),Ranga Reddy,"H.No.10-1-80, V R R Complex, Kharmanghat",Telangana,500079,0,,,
27191,"17.1333954, 78.3970979",Sai Venkateshwara Hospital,Ranga Reddy,"D No 10-1-80/1/2, Nagarjuna Sagar Main Road Near Karmanghat",Telangana,500079,0,,,
27192,"17.1333954, 78.3970979",Sri Rohini Hospital,Ranga Reddy,"No. 9-6-1/2, Chanpapet, Sagar Road. Hyd",Telangana,500079,0,,,
27193,"17.1333954, 78.3970979",Sri Sai Orthopaedic and Multi Speciality Hospital,Ranga Reddy,"9-2-11/1, Champapet X Roads, Sagar Road",Telangana,500079,0,,,
27194,"17.1333954, 78.3970979",Sv Multispeciality Hospital,Ranga Reddy,"H.No. 6-156 ,Slns Colony, Balapur Cross Roads, Near Sairaghavendra Bakers",Telangana,500079,0,,,
27195,"17.1333954, 78.3970979",Tirumala Multi Speciality Hospital,Ranga Reddy,"Plot No:47, A P S E B Colony, Omkar Nagar Sagar Road",Telangana,500079,0,,,
27196,"17.1333954, 78.3970979",Vijaya Hospital,Ranga Reddy,"Plot No.128,New Gayatri Nagar,Ranga Reddy",Telangana,500079,0,,,
27197,"17.1333954, 78.3970979",Surya Hospital,Ranga Reddy,"Opp Uppal Bus Stand,Boduppal Road,Peerjadiguda",Telangana,500092,0,,,
27198,"17.1333954, 78.3970979",Sai Tarun Multi Speciality Hospital,Ranga Reddy,Malreddypallyroadmalreddypallyroad,Telangana,501141,0,,,
27199,"17.1333954, 78.3970979",Sri Siva Nursing Home,Ranga Reddy,"3-1-75, Mohini Complex, Partani Building, Kodangal Road",Telangana,501141,0,,,
27200,"17.1333954, 78.3970979",Src Hospital,Ranga Reddy,"Road, Sankarapally",Telangana,501203,0,,,
27201,"17.1333954, 78.3970979",Akshita Hospital,Ranga Reddy,"H No 11-32/6, Mahavir Enclave, Opp Mro Office, Near Police Station, Phase 2",Telangana,501218,0,,,
27202,"17.1333954, 78.3970979",Indira Hospital,Ranga Reddy,National Highway 7 Shamshbad  501218  Near,Telangana,501218,0,,,
27203,"17.1333954, 78.3970979",Lakshmi Hospital,Ranga Reddy,"Main Road , Beside Petrol Bunk, Thukkuguda, Mdl. Maheshwaram",Telangana,501218,0,,,
27204,"17.1333954, 78.3970979",Trident Hospital,Ranga Reddy,"Nh 7, Main Road, Madhura Nagar, Shamshabad, Rr",Telangana,501218,0,,,
27205,"17.1333954, 78.3970979",Vijaya Lalshmi Hospital,Ranga Reddy,320-112/3/1 Beside Central Bank Of India R. B Nagar Shmshabad R.R,Telangana,501218,0,,,
27206,"17.1333954, 78.3970979",Krishnaveni Multi Speciality Hospital,Ranga Reddy,"4-9-437/1/Nr, Rtc Colony Hayath Nagar",Telangana,501505,0,,,
27207,"17.1333954, 78.3970979",Nova Hospitals,Ranga Reddy,"Plot No:2 North Part, Rtc Colony, Hayathnagar",Telangana,501505,0,,,
27208,"17.1333954, 78.3970979",Sai Chaitanyaa Multi Speciality Hospital,Ranga Reddy,"4-1-1, Near Radio Station, Main Road",Telangana,501505,0,,,
27209,"17.1333954, 78.3970979",Sunrise Hospitals,Ranga Reddy,"H No-4-9-321, Plot No 4&7, Hayath Nagar",Telangana,501506,0,,,
27210,"17.1333954, 78.3970979",Sri Raghavendra Hospital,Ranga Reddy,Nadergul,Telangana,501510,0,,,
27211,"17.9820644, 79.5970954",Amrutha Childrens Nursing Home,Warangal,"Beside Lane Of Rd Jr College,Kishanpura,Hanamkonda",Telangana,506001,0,,,
27212,"17.9820644, 79.5970954",Aparna Hospitals Pvt Ltd,Warangal,"No. 2-5-680, Subedari, OppositeDig Building",Telangana,506001,0,,,
27213,"17.9820644, 79.5970954",Ashwini Hospital,Warangal,"Opp Andhra Bank,Nakkalagutta,Hanamkonda",Telangana,506001,0,,,
27214,"17.9820644, 79.5970954",Kalyani Hospital,Warangal,"Stadium Road, Hanamkonda",Telangana,506001,0,,,
27215,"17.9820644, 79.5970954",Kids Care Hospital,Warangal,"Nakkalagutta Bus Stop,Hanamkonda",Telangana,506001,0,,,
27216,"17.9820644, 79.5970954",Laxmi Narasima Hospital,Warangal,"#2-2-316 Nayeem Nagar,Beside Pushpanjali Function Hall,Hanamkonda",Telangana,506001,0,,,
27217,"17.9820644, 79.5970954",M/S Upkari Health Care Center,Warangal,"5-9-76/77Kishanpura,Hanamkonda",Telangana,506001,0,,,
27218,"17.9820644, 79.5970954",Madhu Neuro Care,Warangal,"Opposite2Nd Bus Depot Vijaya Talkies Road,Hanamkonda",Telangana,506001,0,,,
27219,"17.9820644, 79.5970954",Nirmal Hospital,Warangal,"M.V.Colony, Desaipet Road",Telangana,506001,0,,,
27220,"17.9820644, 79.5970954",Padmaja Maternity Home,Warangal,New Bus Stand Road Hanamkonda,Telangana,506001,0,,,
27221,"17.9820644, 79.5970954",Pramoda Hospital,Warangal,Beside Canara Bank Near Ekashila Park,Telangana,506001,0,,,
27222,"17.9820644, 79.5970954",Prasanthi Hospital,Warangal,"16-10-1294, Shivanagar, Warangal",Telangana,506001,0,,,
27223,"17.9820644, 79.5970954",Prithvi Hospital,Warangal,1-7-696 Main Road Subedari Hanamkonda,Telangana,506001,0,,,
27224,"17.9820644, 79.5970954",Promoda Hospital,Warangal,"Balasamudram,Hanamkonda",Telangana,506001,0,,,
27225,"17.9820644, 79.5970954",Rohini Medicare Pvt Ltd,Warangal,"#: 2-5-742, Subedari Hanamkonda",Telangana,506001,0,,,
27226,"17.9820644, 79.5970954",S V R Mulitispeciality Hospital,Warangal,"6-1-128/2, Kancherakunta Opp Kuda Office Building Near Hotel Ashoka",Telangana,506001,0,,,
27227,"17.9820644, 79.5970954",Sai Care Hospital,Warangal,Ambedkar Statue,Telangana,506001,0,,,
27228,"17.9820644, 79.5970954",Sree Thirumala Medicare and Drc Pvt Ltd,Warangal,"No. 6-1-69 & 70, Stadiam Raod, Hanamkonda",Telangana,506001,0,,,
27229,"17.9820644, 79.5970954",Sri Krishna Children Hospital,Warangal,"6-3-23 Shubhodaya Complex, Pinjerla, Hanamkonda",Telangana,506001,0,,,
27230,"17.9820644, 79.5970954",Sri Lakshmi Nursing Home / (M/S Upakari Health Care Centre),Warangal,"Kishanpura, Hanamkonda",Telangana,506001,0,,,
27231,"17.9820644, 79.5970954",Sri Sai Nursing Home,Warangal,"Old Employment Office Road, Beside Eden Function Plazam Subedari,Hanamdonda",Telangana,506001,0,,,
27232,"17.9820644, 79.5970954",Srinivasa Kidney And Maternity Hospital,Warangal,"H.No.3-2-72, OppositeThousand Pillars Temple,Hanamkonda",Telangana,506001,0,,,
27233,"17.9820644, 79.5970954",Teja Eye Hospital,Warangal,"H.No.6-2-58, Kakaji Colony",Telangana,506001,0,,,
27234,"17.9820644, 79.5970954",Udai Clinic,Warangal,Balasamudram Hanamkonda,Telangana,506001,0,,,
27235,"17.9820644, 79.5970954",Vaatsalya Hospital,Warangal,"D. No.1-8-622-265 & 61, Sai Healthcare Complex,Near Ambedkar Circle,Beside Lic Building",Telangana,506001,0,,,
27236,"17.9820644, 79.5970954",Veena Medicare Skin and Orthopaedic Surgical Hospita,Warangal,"H. No-6-2-103, Kalkaji Nagar, Hanamkonda",Telangana,506001,0,,,
27237,"17.9820644, 79.5970954",Adarsha Nethralayam,Warangal,"9-53, Mandi Bazar",Telangana,506002,0,,,
27238,"17.9820644, 79.5970954",Balaji Hospital,Warangal,"No. 15-4-17, Opposite Ram Laxman Theatres,Sun Road",Telangana,506002,0,,,
27239,"17.9820644, 79.5970954",Chaithanya Nursing Home,Warangal,Beside Kashibugga Temple,Telangana,506002,0,,,
27240,"17.9820644, 79.5970954",Hariteja Hospitals,Warangal,"H.No. 15-1-42, Srinivasa Colony, Opposite M.G.M. Hospital",Telangana,506002,0,,,
27241,"17.9820644, 79.5970954",Hiranmayi Medicare and Research Center Pvt Ltd,Warangal,"9-5-19, J.P.N. Road, Mandi Bazar, Warangal",Telangana,506002,0,,,
27242,"17.9820644, 79.5970954",Jayalaxmi Hospital (A Unit Of Satya Hospital Pvt Ltd),Warangal,"9-5-15, J.P.N Road, Mandi Bazar",Telangana,506002,0,,,
27243,"17.9820644, 79.5970954",Laxmi Nursing Home,Warangal,"OppositeGovernment Hospital, Behind Mitra X-Ray,New Bazar, Mahabubabad",Telangana,506002,0,,,
27244,"17.9820644, 79.5970954",Life Line Hospitals,Warangal,"#2-4-152, Near Ambedkar Statue,Old Bus Depot Road,Hanamkonda",Telangana,506002,0,,,
27245,"17.9820644, 79.5970954",Mamatha Nursing Home,Warangal,Mdl,Telangana,506002,0,,,
27246,"17.9820644, 79.5970954",Pardhu Nursing Home,Warangal,"Station Road, Nekkonda, Warangala, Andrap Pradesh",Telangana,506002,0,,,
27247,"17.9820644, 79.5970954",Sai Srinidhi Maternity and Nursing Home Infertility,Warangal,"H. No-11-23-1037/1, Opp, Abnus Function Hall, L B Nagar",Telangana,506002,0,,,
27248,"17.9820644, 79.5970954",Satya Hospital,Warangal,"H.No-9-2-243-44-45, Near Lakshmi Talkies, J P N Road",Telangana,506002,0,,,
27249,"17.9820644, 79.5970954",Shiva Hospital,Warangal,"Matwada, Near Kakatiya Talkies",Telangana,506002,0,,,
27250,"17.9820644, 79.5970954",Sneha Hospital,Warangal,Opposite Fort Road Petrol Pump,Telangana,506002,0,,,
27251,"17.9820644, 79.5970954",Sunay Maternity And Surgical Nursing Home,Warangal,Narsampet,Telangana,506002,0,,,
27252,"17.9820644, 79.5970954",V B Hospital,Warangal,H No 16-5-310,Telangana,506002,0,,,
27253,"17.9820644, 79.5970954",Warangal Hospitals,Warangal,"11-23-890, Ali Swarna Palace, Narsampet Road",Telangana,506002,0,,,
27254,"17.9820644, 79.5970954",Sri Ravi Nursing Home - Warangal,Warangal,"1 - 3 - 103, Main Road, Kazipet",Telangana,506003,0,,,
27255,"17.9820644, 79.5970954",St Anns Hospital,Warangal,Fatimanagar,Telangana,506004,0,,,
27256,"17.9820644, 79.5970954",Aravinda Hospitals,Warangal,"H. No-9-2-30,Beside Laxmi Talkies,Nirmala Gardens,J.P.N Road",Telangana,506005,0,,,
27257,"17.9820644, 79.5970954",Medicare Hospital,Warangal,"7-45/6, 7-45/7 Thimmapur(Haveli) Thimmapur(Haveli) Rangasaipet 506005",Telangana,506005,0,,,
27258,"17.9820644, 79.5970954",Sindhuja Multi Speciality Nursing Home,Warangal,"Opp Government High School, Rangasai Pet",Telangana,506005,0,,,
27259,"17.9820644, 79.5970954",Maheshwara Nursing Home,Warangal,"Village-Arepally, Mandal-Hanamkonda",Telangana,506006,0,,,
27260,"17.9820644, 79.5970954",Cure Well Hospital,Warangal,"15-1-46, Srinivasa Colony, Opp Mgm Hospital",Telangana,506007,0,,,
27261,"17.9820644, 79.5970954",Mallikarjuna Laser Eye and Skin Care Hospital,Warangal,Thummalakunta Kothawada,Telangana,506007,0,,,
27262,"17.9820644, 79.5970954",Sri Sharanya Nursing Home and Critical Care Center,Warangal,"2-1-1187, Main Road, Naim Nagar, Hanamkondra",Telangana,506009,0,,,
27263,"17.9820644, 79.5970954",Chyavan Ayurveda Hospital,Warangal,Opp Alankar Theatre Hanumakunda,Telangana,506011,0,,,
27264,"17.9820644, 79.5970954",Dr Narshima Rao Memorial Hospital,Warangal,"H.No. 6-3-23, Near Vijay Talkies Road, Sahodara Reddy Complex, Hanamkonda",Telangana,506011,0,,,
27265,"17.9820644, 79.5970954",Jaya Hospitals,Warangal,"2037/76, 6-2-91 Chowrastha Hanamkonda",Telangana,506011,0,,,
27266,"17.9820644, 79.5970954",Sai Care Hospitals,Warangal,"Near Ambedkar Statue,Hanamkonda",Telangana,506011,0,,,
27267,"17.9820644, 79.5970954",Sharat Laser Eye Hospital,Warangal,"3-1-119, Kakatiya Colony, Alankar Circle, Hanamkonda",Telangana,506011,0,,,
27268,"17.9820644, 79.5970954",Sri Ranga Hospital-Warangal,Warangal,"3-9-79, Reddy Colony, Hanamkonda",Telangana,506011,0,,,
27269,"17.9820644, 79.5970954",Sri Sai Nursing Home,Warangal,"1-7-186, Revenue Colony, Hanmakonda",Telangana,506011,0,,,
27270,"17.9820644, 79.5970954",Venkataramana Clinic,Warangal,"Laxmi Narsimha Hospital Premises, 2Nd Flr Main Road, Pushpanjali Naimnagr Hanmkonda",Telangana,506011,0,,,
27271,"17.9820644, 79.5970954",Jaya Nursing Home,Warangal,"Opposite Govt Hospital, Mahabubabad",Telangana,506101,0,,,
27272,"17.9820644, 79.5970954",S.R.R Memorial Nursing Home,Warangal,"4-5-97 New Street,Mahabubabad",Telangana,506101,0,,,
27273,"17.9820644, 79.5970954",Sri Venkateshwara Nursing Home,Warangal,"4-5-100, New Town, Kottha Bazar Lakshmi Talkies Lane",Telangana,506101,0,,,
27274,"17.9820644, 79.5970954",Tejashwi Nursing Home,Warangal,"#4-1-25, Reddy Bazar,Beside Aravinda High School",Telangana,506101,0,,,
27275,"17.9820644, 79.5970954",Swetha Nursing Home,Warangal,"5-108, Kuravi , Warangal",Telangana,506105,0,,,
27276,"17.9820644, 79.5970954",Pavani Nursing Home,Warangal,"H. No. 1-25, Near Bus Stand",Telangana,506132,0,,,
27277,"17.9820644, 79.5970954",Vnr Nursing Home,Warangal,Opp Bus Stand Narsampet Narsampet,Telangana,506132,0,,,
27278,"17.9820644, 79.5970954",Bharadwaj Nursing Home,Warangal,"Thorur, Beside Bus Stand Warangal rict",Telangana,506163,0,,,
27279,"17.9820644, 79.5970954",Koorapati Hospitals,Warangal,Beside Siddiah Hotel Kashibugga X Roads Kashibugga Kashibugga,Telangana,506163,0,,,
27280,"17.9820644, 79.5970954",Padmavathi Nursing Home,Warangal,Back Side Of Bus Stand,Telangana,506163,0,,,
27281,"17.9820644, 79.5970954",Lakshmi Maternity And General Nursing Home,Warangal,20-147 Adarshanagar Parkal,Telangana,506164,0,,,
27282,"17.9820644, 79.5970954",Lalitha Nursing Home,Warangal,20-194 Huzurabad Road Parkal,Telangana,506164,0,,,
27283,"17.9820644, 79.5970954",Lakshmi Nursing Home,Warangal,"Chowrasta, Jangaon, Suryapet Road",Telangana,506167,0,,,
27284,"17.9820644, 79.5970954",Ravali Nursing Home,Warangal,6-2-5/3  Road Jangaon,Telangana,506167,0,,,
27285,"17.9820644, 79.5970954",Sri Sai Krishna Nursing Home,Warangal,"2-1073/1, Behind Busdepot, Jangaon",Telangana,506167,0,,,
27286,"17.9820644, 79.5970954",Vijaya Hospital,Warangal,"Bus Stand Road, Jangaon",Telangana,506167,0,,,
27287,"17.9820644, 79.5970954",Pradhan Nursing Home,Warangal,"H. No. 3-84, Main Road",Telangana,506168,0,,,
27288,"17.9820644, 79.5970954",Mamatha Multi Speciality Nursing Home,Warangal,"H.No.4-29, Wardhannapet",Telangana,506313,0,,,
27289,"17.9820644, 79.5970954",Vasavi Maternity and General Nursing Home,Warangal,Mandal Wardhannapet,Telangana,506313,0,,,
27290,"17.9820644, 79.5970954",Surya Maternity Home,Warangal,"Waddepally, Hanamkonda",Telangana,506370,0,,,
27291,"17.360589, 78.4740613","Centre For Sight, Banjara Hills",Hyderabad,"Ashoka Capitol Building\nRoad No 2, Banjara Hills",Telangana,500034,0,,,
27292,"17.360589, 78.4740613","Centre For Sight, Basheerbagh",Hyderabad,"9-29/40/2, Rajesh Villa, 1st Floor, OppositeHyderabad Nursing Home, Basheerbagh",Telangana,500063,0,,,
